title,summary,url,source,publication_date
Crew-9 astronauts arrive at space station after SpaceX reports rocket anomaly,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more. After their weeklong journey turned into a monthslong stay on the International Space Station, two Boeing Starliner astronauts are now within reach of the spacecraft that will eventually bring them home. The SpaceX Crew Dragon capsule, chosen by NASA to carry astronauts Suni Williams and Butch Wilmore back to Earth after their Starliner spacecraft was deemed too risky for crew, has arrived the space station. The vehicle, on a mission called Crew-9, docked at the ISS at about 5:30 p.m. ET Sunday.",https://edition.cnn.com/2024/09/29/science/spacex-crew-9-iss-starliner-astronauts/index.html,CNN,2024-09-30
Austria’s Freedom Party secures first far-right national election win since WWII,"The Freedom Party secured the first far-right national parliamentary election victory in post-World War II Austria on Sunday, finishing ahead of the governing conservatives after tapping into anxieties about immigration, inflation, Ukraine and other issues. But its chances of governing were unclear. Preliminary official results showed the Freedom Party finishing first with 29.2% of the vote and Chancellor Karl Nehammer’s Austrian People’s Party was second with 26.5%. The center-left Social Democrats were in third place with 21%. The outgoing government – a coalition of Nehammer’s party and the environmentalist Greens – lost its majority in the lower house of parliament. Herbert Kickl, a former interior minister and longtime campaign strategist who has led the Freedom Party since 2021, wants to be chancellor.",https://edition.cnn.com/2024/09/29/europe/austria-election-results-freedom-party-intl-hnk/index.html,CNN,2024-09-30
"Trump leads, and his party follows, on vaccine skepticism","More than four years ago, former President Donald Trump’s administration accelerated the development and rollout of the covid-19 vaccine. The project, dubbed Operation Warp Speed, likely saved millions of lives. But a substantial number of Republican voters now identify as vaccine skeptics — and Trump rarely mentions what’s considered one of the great public health accomplishments in recent memory. “The Republicans don’t want to claim it,” Trump told an interviewer in late September. Related article
Childhood vaccinations will have prevented more than 500 million illnesses and 1 million deaths in US since 1994, CDC report says",https://edition.cnn.com/2024/09/30/health/trump-vaccine-skepticism-partner-kff-health-news/index.html,CNN,2024-09-30
"1 storm, 95 dead and a 500-mile path of destruction. Now comes the hard work of rebuilding","Short on supplies, power and patience, storm victims who saw the brutal force of Helene upend their lives have emerged to a new week, facing the daunting challenge of rebuilding. Some of the roads and bridges they need to do the job aren’t there anymore. Electricity could be a week away or longer. Emergency services are stretched. Communications infrastructure is in shreds. And neighbors, some of whose own homes are gone, are helping neighbors – all the while worrying about the fate of those from whom they haven’t heard. At least 102 people have died across six states since Helene, which made landfall in Florida as a mammoth Category 4 hurricane, tore through the Southeast and left millions without power and communications.",https://edition.cnn.com/2024/09/30/weather/hurricane-helene-recovery-cleanup-monday/index.html,CNN,2024-09-30
‘SNL’ pokes fun at Chappell Roan with Moo Deng impression,"Comedian Bowen Yang appeared on ""Saturday night Live"" as a baby pygmy hippo who has found fame online. ""Moo Deng"" spoofed singer Chappell Roan, who recently told fans she needed to take a break from the spotlight. © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.",https://edition.cnn.com/2024/09/29/entertainment/video/moo-deng-chappell-roan-bowen-yang-snl-digvid,CNN,2024-09-30
France’s Le Pen and her party go on trial accused of embezzling EU funds,"French far-right leader Marine Le Pen denied violating any rules as she and her National Rally party and two dozen others went on trial on Monday, accused of embezzling European Parliament funds, in a case that has the potential to derail her political ambitions. Arriving at the court in Paris, Le Pen said, “we have not violated any political and regulatory rules of the European Parliament” and vowed to present “extremely serious and extremely solid arguments″ in the trial.” The nine-week trial will be closely watched by Le Pen’s political rivals as she is a strong contender in the race to succeed Emmanuel Macron when the next presidential election takes place in 2027.",https://edition.cnn.com/2024/09/30/europe/le-pen-embezzling-eu-funds-intl/index.html,CNN,2024-09-30
"UK becomes the first major economy to stop burning coal for electricity, closing its last power plant","Britain’s last coal-fired power plant will close on Monday, ending 142 years of coal-generated electricity in the nation that sparked the Industrial Revolution. The Ratcliffe-on-Soar station in central England is to finish its final shift at midnight, after more than half a century of turning coal into power. Owner Uniper says many of the 170 remaining employees will stay on during a two-year decommissioning process. The UK government hailed the closure as a milestone in efforts to generate all of Britain’s energy from renewable sources by 2030. The shutdown makes Britain the first country from the Group of Seven major economies to phase out coal — though some other European nations, including Sweden and Belgium, got there sooner.",https://edition.cnn.com/2024/09/30/climate/uk-coal-plant-end-fossil-fuels/index.html,CNN,2024-09-30
Stellantis shares plunge as carmaker follows Volkswagen in warning on profits,Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/30/business/stellantis-profits-plunge-china-competition/index.html,CNN,2024-09-30
Video shows Helene’s devastation in North Carolina,"At least 102 people have died across six states after Helene made landfall in Florida as a Category 4 hurricane. Fast-moving flood waters left behind a trail of destruction in Asheville, North Carolina. © 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.",https://edition.cnn.com/2024/09/30/us/video/helene-north-carolina-ldn-digvid,CNN,2024-09-30
What it’s like playing for the worst national soccer team in the world,"Losing 2-1 to Denmark. Falling 2-1 to Finland. Drawing 1-1 with Latvia. For most soccer teams, this would be an indication of bad form, difficult moments that supporters try their best to forget and probably a sign that the team is looking for a new coach. For San Marino, these are some of the greatest results in the nation’s history. That’s because San Marino loses – a lot. Since the country’s first ever match on March 28, 1986, of the 212 games the national team has played, it has lost all but 12 and only won two. The highest position La Serenissima has ever had in the FIFA world rankings was world No. 118 in September 1993 and it has been a steady descent – with some precipitous falls – since then. The last time the team was not rock bottom of the rankings was more than three years ago when, for 35 days, the side was 209th instead of 210th. It is, statistically, the worst national soccer team in the world.",https://edition.cnn.com/2024/09/30/sport/san-marino-soccer-team-spt-intl/index.html,CNN,2024-09-30
BTS star fined over drunk scooter-riding incident,"K-pop megastar Suga has been fined after being caught riding an electric scooter while under the influence of alcohol. Suga, who is a member of South Korean boyband BTS, was fined 15 million won (about $11,400) for DUI charges under the Road Traffic Act, the Seoul Western District Court said in a summary order sent to the singer on September 27. In August, Suga was found to have ridden about 500 meters (around 1,600 feet) on an electric scooter after drinking alcohol. While he did not injure anyone or cause any damage, it is illegal to ride a scooter after drinking alcohol in South Korea.",https://edition.cnn.com/2024/09/30/entertainment/bts-suga-scooter-fine-scli-intl/index.html,CNN,2024-09-30
